Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
Haritaki,Root,Respiratory Issues,Fatigue,Antioxidant,Churna,790,Take on an empty stomach,Antibacterial,Allergic Reaction,Vata-Kapha,Pitta
Tulsi,Seed,Respiratory Issues,Fatigue,Anti-inflammatory,Capsules,128,Take on an empty stomach,Antipyretic,Drowsiness,Vata-Pitta,Vata
Shatavari,Leaf,Inflammation,Cough,Detoxification,Powder,261,Consume after meals,Analgesic,None,Pitta,Kapha
Neem,Root,Inflammation,Joint Pain,Mental Calmness,Oil,182,Mix with honey,Antifungal,Drowsiness,Vata,Vata
Manjistha,Bark,Respiratory Issues,Headache,Detoxification,Oil,881,Mix with honey,Adaptogenic,Allergic Reaction,Vata-Pitta,Vata
Brahmi,Root,Skin Diseases,Fever,Antioxidant,Oil,432,Consume after meals,Antiviral,None,Vata-Kapha,Kapha
Tulsi,Root,Arthritis,Skin Rashes,Detoxification,Tablets,405,Consume after meals,Antipyretic,None,Tridosha,Kapha
Tulsi,Flower,Respiratory Issues,Headache,Mental Calmness,Tablets,510,Take on an empty stomach,Antiviral,Mild Nausea,Vata,Kapha
Brahmi,Seed,Diabetes,Skin Rashes,Immune Booster,Capsules,363,Consume after meals,Analgesic,Allergic Reaction,Vata-Kapha,Vata
Amla,Root,Digestive Disorders,Fatigue,Detoxification,Powder,544,Take with warm water,Analgesic,Drowsiness,Pitta-Kapha,Kapha
Guggul,Root,Inflammation,Joint Pain,Mental Calmness,Decoction,548,Take on an empty stomach,Analgesic,None,Vata-Pitta,Vata
Guggul,Seed,Digestive Disorders,Anxiety,Digestive Aid,Tablets,423,Mix with honey,Adaptogenic,None,Vata,Kapha
Guggul,Leaf,Digestive Disorders,Indigestion,Digestive Aid,Tablets,140,Take with warm water,Adaptogenic,Allergic Reaction,Pitta,Pitta
Haritaki,Fruit,Diabetes,Headache,Detoxification,Decoction,228,Take with warm water,Analgesic,Drowsiness,Pitta,Kapha
Triphala,Bark,Diabetes,Joint Pain,Detoxification,Oil,851,Consume after meals,Antibacterial,Stomach Upset,Pitta,Pitta
Ashwagandha,Bark,Skin Diseases,Headache,Anti-inflammatory,Churna,789,Mix with honey,Adaptogenic,Drowsiness,Pitta-Kapha,Vata
Triphala,Flower,Mental Stress,Indigestion,Antioxidant,Capsules,900,Mix with honey,Antipyretic,None,Kapha,Vata
Brahmi,Fruit,Skin Diseases,Cough,Mental Calmness,Powder,758,Mix with honey,Antifungal,Allergic Reaction,Vata-Kapha,Pitta
Haritaki,Leaf,Diabetes,Fatigue,Digestive Aid,Powder,620,Take with warm water,Adaptogenic,Drowsiness,Vata-Pitta,Pitta
Triphala,Bark,Skin Diseases,Headache,Immune Booster,Oil,100,Consume after meals,Antiviral,Mild Nausea,Pitta-Kapha,Kapha
Shatavari,Leaf,Inflammation,Fatigue,Anti-inflammatory,Tablets,657,Take with warm water,Antifungal,Mild Nausea,Vata,Kapha
Neem,Flower,Respiratory Issues,Indigestion,Digestive Aid,Powder,275,Take with warm water,Antiviral,Mild Nausea,Tridosha,Pitta
Triphala,Flower,Arthritis,Joint Pain,Detoxification,Decoction,282,Take with warm water,Antiviral,Stomach Upset,Pitta,Kapha
Neem,Fruit,Respiratory Issues,Headache,Immune Booster,Decoction,917,Mix with honey,Analgesic,None,Pitta,Pitta
Haritaki,Flower,Arthritis,Joint Pain,Anti-inflammatory,Tablets,568,Consume after meals,Analgesic,Drowsiness,Vata,Vata
Shatavari,Fruit,Diabetes,Skin Rashes,Anti-inflammatory,Churna,190,Take with warm water,Analgesic,None,Pitta-Kapha,Vata
Amla,Fruit,Skin Diseases,Joint Pain,Digestive Aid,Decoction,765,Consume after meals,Adaptogenic,Mild Nausea,Vata-Kapha,Kapha
Amla,Leaf,Arthritis,Joint Pain,Immune Booster,Churna,409,Mix with honey,Antipyretic,None,Pitta,Vata
Haritaki,Flower,Arthritis,Skin Rashes,Detoxification,Tablets,286,Consume after meals,Antibacterial,Stomach Upset,Pitta-Kapha,Pitta
Manjistha,Bark,Arthritis,Headache,Digestive Aid,Capsules,366,Mix with honey,Analgesic,Allergic Reaction,Kapha,Vata
Ashwagandha,Seed,Skin Diseases,Skin Rashes,Detoxification,Tablets,293,Consume after meals,Adaptogenic,None,Vata-Kapha,Vata
Tulsi,Bark,Respiratory Issues,Cough,Detoxification,Decoction,126,Mix with honey,Antipyretic,Drowsiness,Kapha,Pitta
Ashwagandha,Seed,Diabetes,Fever,Antioxidant,Powder,598,Consume after meals,Antibacterial,None,Pitta-Kapha,Vata
Amla,Fruit,Digestive Disorders,Fatigue,Detoxification,Capsules,325,Take on an empty stomach,Antifungal,Mild Nausea,Vata-Pitta,Vata
Guggul,Root,Mental Stress,Fever,Antioxidant,Capsules,404,Take with warm water,Antifungal,Drowsiness,Vata-Pitta,Pitta
Amla,Seed,Diabetes,Skin Rashes,Anti-inflammatory,Tablets,241,Mix with honey,Analgesic,Drowsiness,Tridosha,Pitta
Brahmi,Flower,Arthritis,Indigestion,Anti-inflammatory,Tablets,118,Consume after meals,Antiviral,Allergic Reaction,Vata-Pitta,Kapha
Haritaki,Seed,Mental Stress,Joint Pain,Antioxidant,Decoction,172,Consume after meals,Analgesic,Mild Nausea,Tridosha,Kapha
Manjistha,Bark,Inflammation,Fever,Antioxidant,Churna,736,Take on an empty stomach,Analgesic,None,Kapha,Kapha
Ashwagandha,Bark,Respiratory Issues,Cough,Immune Booster,Churna,170,Take on an empty stomach,Antiviral,Drowsiness,Pitta,Kapha
Ashwagandha,Flower,Respiratory Issues,Skin Rashes,Detoxification,Tablets,478,Take on an empty stomach,Analgesic,Allergic Reaction,Tridosha,Vata
Amla,Root,Digestive Disorders,Cough,Detoxification,Powder,971,Take on an empty stomach,Analgesic,None,Vata,Vata
Shatavari,Fruit,Diabetes,Skin Rashes,Detoxification,Decoction,648,Take on an empty stomach,Antiviral,Stomach Upset,Tridosha,Pitta
Ashwagandha,Fruit,Inflammation,Cough,Detoxification,Oil,807,Consume after meals,Antibacterial,Drowsiness,Vata-Pitta,Kapha
Neem,Seed,Respiratory Issues,Anxiety,Detoxification,Oil,371,Take on an empty stomach,Antipyretic,None,Pitta-Kapha,Kapha
Ashwagandha,Leaf,Respiratory Issues,Joint Pain,Digestive Aid,Capsules,217,Mix with honey,Antifungal,Mild Nausea,Vata,Kapha
Brahmi,Bark,Diabetes,Joint Pain,Anti-inflammatory,Churna,951,Take with warm water,Adaptogenic,None,Vata-Pitta,Kapha
Amla,Root,Digestive Disorders,Joint Pain,Mental Calmness,Decoction,383,Take on an empty stomach,Analgesic,Stomach Upset,Kapha,Kapha
Brahmi,Flower,Digestive Disorders,Joint Pain,Anti-inflammatory,Powder,227,Take with warm water,Antipyretic,Stomach Upset,Tridosha,Vata
Haritaki,Leaf,Inflammation,Joint Pain,Anti-inflammatory,Oil,664,Take on an empty stomach,Analgesic,Mild Nausea,Pitta-Kapha,Vata
Neem,Bark,Arthritis,Anxiety,Antioxidant,Powder,682,Mix with honey,Analgesic,Drowsiness,Vata-Kapha,Kapha
Manjistha,Root,Diabetes,Skin Rashes,Antioxidant,Capsules,319,Mix with honey,Antibacterial,Allergic Reaction,Vata-Kapha,Kapha
Triphala,Leaf,Skin Diseases,Fatigue,Anti-inflammatory,Decoction,191,Mix with honey,Adaptogenic,Allergic Reaction,Vata-Kapha,Vata
Ashwagandha,Seed,Diabetes,Skin Rashes,Digestive Aid,Oil,753,Consume after meals,Antibacterial,Stomach Upset,Tridosha,Pitta
Haritaki,Seed,Mental Stress,Fatigue,Immune Booster,Powder,696,Mix with honey,Adaptogenic,Allergic Reaction,Pitta,Vata
Manjistha,Flower,Mental Stress,Indigestion,Digestive Aid,Oil,914,Consume after meals,Antifungal,Allergic Reaction,Tridosha,Kapha
Haritaki,Bark,Inflammation,Fatigue,Immune Booster,Tablets,407,Take with warm water,Antibacterial,Allergic Reaction,Pitta-Kapha,Pitta
Neem,Bark,Mental Stress,Headache,Detoxification,Decoction,348,Take with warm water,Antiviral,None,Kapha,Pitta
Ashwagandha,Bark,Mental Stress,Cough,Mental Calmness,Decoction,715,Consume after meals,Analgesic,None,Kapha,Kapha
Ashwagandha,Fruit,Arthritis,Fever,Mental Calmness,Powder,296,Take on an empty stomach,Adaptogenic,Drowsiness,Vata,Vata
Amla,Fruit,Skin Diseases,Anxiety,Antioxidant,Tablets,692,Mix with honey,Adaptogenic,None,Pitta-Kapha,Kapha
Ashwagandha,Seed,Mental Stress,Headache,Detoxification,Tablets,443,Take on an empty stomach,Adaptogenic,Drowsiness,Vata-Kapha,Vata
Brahmi,Bark,Diabetes,Indigestion,Digestive Aid,Capsules,187,Take with warm water,Antipyretic,Mild Nausea,Kapha,Pitta
Manjistha,Bark,Digestive Disorders,Cough,Immune Booster,Churna,305,Mix with honey,Antifungal,Drowsiness,Vata-Kapha,Vata
Triphala,Bark,Digestive Disorders,Joint Pain,Immune Booster,Capsules,121,Mix with honey,Analgesic,Mild Nausea,Pitta,Vata
Manjistha,Leaf,Digestive Disorders,Fever,Mental Calmness,Tablets,779,Take with warm water,Analgesic,Drowsiness,Pitta,Vata
Amla,Fruit,Respiratory Issues,Anxiety,Immune Booster,Tablets,719,Consume after meals,Adaptogenic,None,Kapha,Vata
Guggul,Root,Mental Stress,Cough,Immune Booster,Oil,155,Take on an empty stomach,Antiviral,Mild Nausea,Kapha,Pitta
Triphala,Leaf,Inflammation,Anxiety,Immune Booster,Capsules,514,Consume after meals,Antipyretic,None,Vata,Vata
Manjistha,Seed,Diabetes,Anxiety,Detoxification,Decoction,182,Take on an empty stomach,Adaptogenic,None,Vata-Pitta,Kapha
Amla,Root,Mental Stress,Anxiety,Antioxidant,Capsules,437,Take on an empty stomach,Antipyretic,None,Pitta-Kapha,Pitta
Guggul,Seed,Digestive Disorders,Fatigue,Immune Booster,Oil,531,Mix with honey,Antiviral,None,Pitta,Pitta
Neem,Seed,Digestive Disorders,Fatigue,Mental Calmness,Tablets,255,Consume after meals,Analgesic,Stomach Upset,Pitta,Kapha
Tulsi,Seed,Mental Stress,Anxiety,Mental Calmness,Decoction,441,Consume after meals,Antibacterial,None,Pitta,Vata
Tulsi,Flower,Mental Stress,Anxiety,Anti-inflammatory,Churna,620,Take with warm water,Antibacterial,Mild Nausea,Pitta-Kapha,Pitta
Ashwagandha,Root,Mental Stress,Joint Pain,Detoxification,Oil,306,Take on an empty stomach,Antipyretic,Drowsiness,Vata,Kapha
Neem,Fruit,Mental Stress,Fatigue,Anti-inflammatory,Capsules,749,Take on an empty stomach,Analgesic,None,Vata,Pitta
Shatavari,Flower,Mental Stress,Anxiety,Antioxidant,Oil,444,Mix with honey,Antibacterial,Allergic Reaction,Vata,Vata
Neem,Fruit,Arthritis,Headache,Anti-inflammatory,Capsules,160,Mix with honey,Analgesic,Stomach Upset,Tridosha,Pitta
Ashwagandha,Root,Inflammation,Fever,Anti-inflammatory,Capsules,873,Consume after meals,Antiviral,Allergic Reaction,Vata,Pitta
Amla,Bark,Digestive Disorders,Fatigue,Immune Booster,Churna,802,Take with warm water,Adaptogenic,Mild Nausea,Tridosha,Vata
Ashwagandha,Seed,Respiratory Issues,Joint Pain,Immune Booster,Powder,202,Consume after meals,Analgesic,Drowsiness,Vata,Vata
Guggul,Seed,Skin Diseases,Cough,Immune Booster,Powder,267,Mix with honey,Adaptogenic,None,Pitta-Kapha,Vata
Triphala,Flower,Mental Stress,Indigestion,Immune Booster,Powder,771,Mix with honey,Analgesic,Drowsiness,Tridosha,Vata
Manjistha,Leaf,Arthritis,Fatigue,Anti-inflammatory,Oil,330,Consume after meals,Antifungal,None,Vata-Kapha,Kapha
Brahmi,Root,Arthritis,Fatigue,Detoxification,Churna,953,Consume after meals,Analgesic,Stomach Upset,Kapha,Kapha
Shatavari,Fruit,Inflammation,Joint Pain,Anti-inflammatory,Churna,803,Take with warm water,Analgesic,Allergic Reaction,Kapha,Pitta
Amla,Flower,Mental Stress,Headache,Antioxidant,Oil,411,Consume after meals,Antipyretic,None,Kapha,Kapha
Guggul,Flower,Mental Stress,Joint Pain,Antioxidant,Churna,835,Mix with honey,Analgesic,Drowsiness,Tridosha,Kapha
Manjistha,Flower,Skin Diseases,Headache,Detoxification,Decoction,692,Take on an empty stomach,Adaptogenic,Mild Nausea,Kapha,Pitta
Triphala,Fruit,Diabetes,Fatigue,Detoxification,Capsules,987,Take on an empty stomach,Antipyretic,Mild Nausea,Pitta-Kapha,Vata
Amla,Bark,Inflammation,Cough,Immune Booster,Tablets,264,Consume after meals,Antiviral,None,Tridosha,Pitta
Amla,Bark,Arthritis,Skin Rashes,Immune Booster,Churna,274,Mix with honey,Antiviral,Drowsiness,Tridosha,Kapha
Brahmi,Fruit,Diabetes,Fatigue,Anti-inflammatory,Powder,594,Take with warm water,Adaptogenic,None,Vata-Pitta,Vata
Brahmi,Flower,Skin Diseases,Skin Rashes,Antioxidant,Tablets,416,Take with warm water,Adaptogenic,Allergic Reaction,Pitta-Kapha,Vata
Amla,Bark,Mental Stress,Cough,Anti-inflammatory,Churna,758,Mix with honey,Adaptogenic,Stomach Upset,Pitta,Vata
Shatavari,Bark,Inflammation,Fever,Immune Booster,Tablets,658,Take on an empty stomach,Antibacterial,None,Pitta-Kapha,Vata
Brahmi,Seed,Arthritis,Joint Pain,Antioxidant,Churna,477,Consume after meals,Antifungal,Allergic Reaction,Pitta-Kapha,Pitta
Brahmi,Bark,Diabetes,Headache,Digestive Aid,Churna,267,Mix with honey,Antibacterial,None,Pitta,Kapha
Guggul,Bark,Respiratory Issues,Headache,Antioxidant,Capsules,190,Take with warm water,Antipyretic,Allergic Reaction,Pitta,Vata
Triphala,Seed,Mental Stress,Headache,Digestive Aid,Tablets,274,Take on an empty stomach,Antibacterial,None,Tridosha,Vata
Neem,Bark,Inflammation,Indigestion,Immune Booster,Churna,796,Mix with honey,Analgesic,None,Vata-Kapha,Pitta
Neem,Leaf,Respiratory Issues,Skin Rashes,Detoxification,Capsules,878,Take on an empty stomach,Analgesic,Stomach Upset,Vata-Kapha,Vata
Ashwagandha,Flower,Skin Diseases,Cough,Mental Calmness,Decoction,252,Take with warm water,Antiviral,Drowsiness,Tridosha,Kapha
Neem,Seed,Diabetes,Cough,Digestive Aid,Capsules,588,Take on an empty stomach,Antiviral,Drowsiness,Vata,Pitta
Manjistha,Leaf,Arthritis,Skin Rashes,Anti-inflammatory,Tablets,650,Mix with honey,Antiviral,Drowsiness,Vata-Pitta,Vata
Brahmi,Seed,Diabetes,Fever,Antioxidant,Capsules,287,Mix with honey,Antiviral,Mild Nausea,Pitta,Vata
Amla,Bark,Mental Stress,Skin Rashes,Detoxification,Oil,394,Consume after meals,Antiviral,Stomach Upset,Pitta,Vata
Neem,Bark,Skin Diseases,Joint Pain,Mental Calmness,Powder,407,Take with warm water,Antibacterial,Allergic Reaction,Vata,Vata
Neem,Root,Inflammation,Headache,Digestive Aid,Powder,750,Mix with honey,Antipyretic,None,Pitta-Kapha,Pitta
Triphala,Seed,Arthritis,Indigestion,Digestive Aid,Tablets,609,Mix with honey,Analgesic,None,Kapha,Pitta
Ashwagandha,Flower,Diabetes,Joint Pain,Detoxification,Oil,618,Consume after meals,Antifungal,None,Pitta,Kapha
Brahmi,Flower,Mental Stress,Fatigue,Anti-inflammatory,Capsules,699,Take with warm water,Adaptogenic,Mild Nausea,Vata-Pitta,Kapha
Guggul,Fruit,Arthritis,Cough,Mental Calmness,Oil,230,Mix with honey,Antipyretic,Allergic Reaction,Pitta,Vata
Triphala,Bark,Mental Stress,Joint Pain,Mental Calmness,Decoction,705,Take with warm water,Analgesic,Mild Nausea,Pitta-Kapha,Kapha
Amla,Flower,Respiratory Issues,Headache,Digestive Aid,Churna,543,Take on an empty stomach,Adaptogenic,Stomach Upset,Vata-Kapha,Kapha
Triphala,Fruit,Respiratory Issues,Cough,Anti-inflammatory,Decoction,641,Take on an empty stomach,Antiviral,Stomach Upset,Kapha,Kapha
Haritaki,Leaf,Diabetes,Skin Rashes,Digestive Aid,Powder,285,Take with warm water,Antibacterial,None,Tridosha,Kapha
Neem,Root,Mental Stress,Fatigue,Antioxidant,Decoction,704,Take with warm water,Antibacterial,Allergic Reaction,Vata-Pitta,Kapha
Neem,Root,Mental Stress,Fever,Digestive Aid,Oil,298,Mix with honey,Antibacterial,None,Pitta-Kapha,Vata
Manjistha,Root,Inflammation,Joint Pain,Mental Calmness,Churna,471,Take with warm water,Adaptogenic,None,Vata-Kapha,Vata
Manjistha,Seed,Inflammation,Joint Pain,Anti-inflammatory,Tablets,544,Take with warm water,Antipyretic,Allergic Reaction,Vata,Kapha
Shatavari,Flower,Diabetes,Headache,Mental Calmness,Decoction,954,Take with warm water,Antibacterial,Stomach Upset,Kapha,Kapha
Brahmi,Leaf,Inflammation,Skin Rashes,Anti-inflammatory,Oil,966,Mix with honey,Antifungal,Drowsiness,Pitta-Kapha,Kapha
Haritaki,Seed,Mental Stress,Cough,Anti-inflammatory,Churna,592,Take with warm water,Analgesic,Allergic Reaction,Pitta,Vata
Haritaki,Bark,Respiratory Issues,Headache,Immune Booster,Oil,141,Consume after meals,Antifungal,Mild Nausea,Kapha,Pitta
Tulsi,Seed,Mental Stress,Anxiety,Immune Booster,Capsules,966,Mix with honey,Analgesic,Mild Nausea,Pitta-Kapha,Vata
Amla,Bark,Arthritis,Joint Pain,Immune Booster,Churna,513,Mix with honey,Antiviral,Allergic Reaction,Pitta,Kapha
Manjistha,Seed,Mental Stress,Skin Rashes,Immune Booster,Tablets,380,Take with warm water,Antipyretic,Mild Nausea,Vata-Pitta,Kapha
Brahmi,Root,Arthritis,Fever,Detoxification,Capsules,947,Consume after meals,Antifungal,None,Pitta-Kapha,Vata
Ashwagandha,Bark,Inflammation,Joint Pain,Immune Booster,Capsules,472,Mix with honey,Analgesic,Allergic Reaction,Vata-Kapha,Vata
Haritaki,Root,Diabetes,Skin Rashes,Digestive Aid,Churna,610,Take with warm water,Antiviral,Mild Nausea,Vata,Vata
Guggul,Fruit,Skin Diseases,Fatigue,Anti-inflammatory,Powder,338,Mix with honey,Analgesic,None,Pitta-Kapha,Pitta
Amla,Leaf,Diabetes,Indigestion,Detoxification,Churna,825,Consume after meals,Antifungal,Stomach Upset,Pitta,Vata
Shatavari,Leaf,Skin Diseases,Fever,Anti-inflammatory,Decoction,244,Mix with honey,Antiviral,None,Pitta-Kapha,Kapha
Manjistha,Flower,Inflammation,Skin Rashes,Digestive Aid,Oil,653,Consume after meals,Analgesic,None,Vata-Pitta,Pitta
Guggul,Bark,Respiratory Issues,Anxiety,Immune Booster,Powder,979,Mix with honey,Antifungal,None,Kapha,Pitta
Manjistha,Flower,Respiratory Issues,Anxiety,Detoxification,Tablets,260,Consume after meals,Antibacterial,Drowsiness,Vata-Kapha,Vata
Haritaki,Root,Skin Diseases,Skin Rashes,Antioxidant,Tablets,780,Take on an empty stomach,Antibacterial,Allergic Reaction,Vata,Vata
Triphala,Fruit,Skin Diseases,Cough,Detoxification,Tablets,455,Consume after meals,Antifungal,Mild Nausea,Tridosha,Pitta
Neem,Root,Mental Stress,Fever,Detoxification,Oil,872,Consume after meals,Antiviral,None,Pitta,Kapha
Ashwagandha,Leaf,Respiratory Issues,Fever,Anti-inflammatory,Capsules,327,Take on an empty stomach,Antipyretic,None,Kapha,Kapha
Neem,Fruit,Diabetes,Indigestion,Immune Booster,Decoction,802,Mix with honey,Analgesic,Allergic Reaction,Kapha,Kapha
Amla,Seed,Skin Diseases,Joint Pain,Mental Calmness,Capsules,690,Take with warm water,Antipyretic,Drowsiness,Pitta,Pitta
Brahmi,Leaf,Arthritis,Fatigue,Mental Calmness,Powder,600,Mix with honey,Analgesic,Drowsiness,Vata-Kapha,Kapha
Tulsi,Seed,Digestive Disorders,Fever,Digestive Aid,Powder,318,Consume after meals,Antifungal,Stomach Upset,Vata,Pitta
Guggul,Flower,Mental Stress,Cough,Antioxidant,Decoction,541,Take with warm water,Antipyretic,Mild Nausea,Kapha,Kapha
Shatavari,Seed,Mental Stress,Joint Pain,Antioxidant,Capsules,988,Consume after meals,Antifungal,Allergic Reaction,Pitta-Kapha,Pitta
Brahmi,Root,Mental Stress,Fever,Antioxidant,Churna,938,Mix with honey,Antiviral,None,Kapha,Vata
Triphala,Root,Digestive Disorders,Skin Rashes,Anti-inflammatory,Powder,725,Consume after meals,Antifungal,Stomach Upset,Vata,Vata
Tulsi,Bark,Skin Diseases,Cough,Mental Calmness,Churna,800,Mix with honey,Adaptogenic,Allergic Reaction,Vata-Pitta,Kapha
Amla,Leaf,Diabetes,Headache,Immune Booster,Decoction,506,Consume after meals,Adaptogenic,Stomach Upset,Kapha,Pitta
Guggul,Bark,Arthritis,Anxiety,Mental Calmness,Tablets,119,Consume after meals,Analgesic,None,Vata-Kapha,Pitta
Guggul,Bark,Diabetes,Fatigue,Digestive Aid,Tablets,923,Take on an empty stomach,Antipyretic,Drowsiness,Vata,Vata
Amla,Leaf,Skin Diseases,Skin Rashes,Digestive Aid,Churna,595,Consume after meals,Antiviral,Stomach Upset,Vata-Pitta,Kapha
Tulsi,Flower,Skin Diseases,Cough,Antioxidant,Oil,993,Take with warm water,Antifungal,Allergic Reaction,Vata,Kapha
Triphala,Bark,Digestive Disorders,Cough,Digestive Aid,Churna,306,Consume after meals,Analgesic,None,Vata-Kapha,Kapha
Guggul,Flower,Diabetes,Skin Rashes,Immune Booster,Tablets,666,Consume after meals,Antifungal,None,Pitta,Pitta
Triphala,Flower,Inflammation,Joint Pain,Antioxidant,Capsules,314,Take on an empty stomach,Antibacterial,Drowsiness,Tridosha,Pitta
Manjistha,Flower,Digestive Disorders,Fatigue,Anti-inflammatory,Decoction,239,Consume after meals,Adaptogenic,Stomach Upset,Pitta-Kapha,Vata
Neem,Leaf,Respiratory Issues,Fever,Detoxification,Churna,876,Take on an empty stomach,Antifungal,Stomach Upset,Pitta,Kapha
Tulsi,Flower,Arthritis,Cough,Immune Booster,Oil,430,Take on an empty stomach,Analgesic,Drowsiness,Vata,Kapha
Manjistha,Leaf,Diabetes,Headache,Immune Booster,Tablets,643,Take on an empty stomach,Adaptogenic,Drowsiness,Pitta-Kapha,Kapha
Brahmi,Root,Arthritis,Cough,Mental Calmness,Oil,362,Mix with honey,Antibacterial,None,Vata-Pitta,Kapha
Guggul,Root,Skin Diseases,Indigestion,Immune Booster,Churna,791,Take with warm water,Antibacterial,None,Vata,Pitta
Guggul,Bark,Arthritis,Indigestion,Mental Calmness,Powder,972,Take with warm water,Antiviral,Stomach Upset,Vata,Pitta
Tulsi,Bark,Inflammation,Fever,Anti-inflammatory,Tablets,475,Consume after meals,Adaptogenic,Allergic Reaction,Vata-Pitta,Kapha
Haritaki,Fruit,Skin Diseases,Anxiety,Digestive Aid,Oil,326,Take on an empty stomach,Adaptogenic,Stomach Upset,Vata-Kapha,Kapha
Triphala,Root,Mental Stress,Anxiety,Mental Calmness,Churna,959,Mix with honey,Antiviral,None,Vata,Vata
Ashwagandha,Leaf,Skin Diseases,Headache,Antioxidant,Decoction,636,Mix with honey,Antibacterial,None,Pitta,Kapha
Brahmi,Seed,Diabetes,Anxiety,Digestive Aid,Tablets,650,Take on an empty stomach,Antifungal,None,Pitta-Kapha,Kapha
Shatavari,Root,Arthritis,Fatigue,Detoxification,Tablets,850,Take on an empty stomach,Antipyretic,None,Vata-Kapha,Kapha
Ashwagandha,Bark,Arthritis,Skin Rashes,Mental Calmness,Capsules,452,Take on an empty stomach,Antipyretic,Stomach Upset,Pitta,Vata
Manjistha,Flower,Mental Stress,Anxiety,Mental Calmness,Oil,387,Take with warm water,Analgesic,Mild Nausea,Vata-Pitta,Vata
Shatavari,Leaf,Respiratory Issues,Cough,Mental Calmness,Decoction,503,Take with warm water,Antifungal,Mild Nausea,Vata-Kapha,Pitta
Triphala,Seed,Digestive Disorders,Headache,Anti-inflammatory,Decoction,776,Take with warm water,Antiviral,None,Kapha,Pitta
Neem,Bark,Arthritis,Indigestion,Antioxidant,Decoction,451,Take on an empty stomach,Analgesic,Drowsiness,Vata-Pitta,Pitta
Amla,Bark,Skin Diseases,Headache,Anti-inflammatory,Powder,790,Consume after meals,Adaptogenic,Mild Nausea,Vata-Kapha,Pitta
Triphala,Flower,Respiratory Issues,Cough,Detoxification,Tablets,492,Consume after meals,Antibacterial,Mild Nausea,Pitta-Kapha,Pitta
Manjistha,Seed,Diabetes,Skin Rashes,Mental Calmness,Decoction,483,Consume after meals,Antiviral,Stomach Upset,Vata-Pitta,Vata
Brahmi,Leaf,Skin Diseases,Anxiety,Digestive Aid,Tablets,793,Mix with honey,Antiviral,None,Tridosha,Vata
Ashwagandha,Flower,Diabetes,Skin Rashes,Immune Booster,Churna,100,Take with warm water,Antiviral,Drowsiness,Vata-Pitta,Pitta
Shatavari,Bark,Digestive Disorders,Fatigue,Antioxidant,Powder,518,Take on an empty stomach,Antipyretic,Allergic Reaction,Kapha,Pitta
Neem,Fruit,Diabetes,Fever,Immune Booster,Powder,631,Take with warm water,Antipyretic,Mild Nausea,Vata,Kapha
Amla,Root,Inflammation,Fatigue,Anti-inflammatory,Decoction,851,Consume after meals,Analgesic,Mild Nausea,Pitta,Vata
Manjistha,Flower,Arthritis,Anxiety,Detoxification,Capsules,421,Take on an empty stomach,Antipyretic,None,Vata,Kapha
Manjistha,Fruit,Respiratory Issues,Indigestion,Anti-inflammatory,Churna,954,Take on an empty stomach,Antiviral,Mild Nausea,Kapha,Kapha
Neem,Flower,Diabetes,Joint Pain,Digestive Aid,Churna,504,Take with warm water,Antiviral,Allergic Reaction,Vata-Pitta,Kapha
Neem,Root,Mental Stress,Cough,Antioxidant,Capsules,716,Take with warm water,Antipyretic,None,Kapha,Vata
Brahmi,Leaf,Mental Stress,Anxiety,Anti-inflammatory,Churna,821,Mix with honey,Antibacterial,Mild Nausea,Vata-Pitta,Pitta
Triphala,Flower,Skin Diseases,Skin Rashes,Anti-inflammatory,Oil,958,Take on an empty stomach,Antiviral,None,Vata,Kapha
Manjistha,Seed,Digestive Disorders,Skin Rashes,Detoxification,Tablets,673,Mix with honey,Antibacterial,Mild Nausea,Tridosha,Kapha
Brahmi,Leaf,Mental Stress,Headache,Immune Booster,Churna,866,Consume after meals,Antiviral,Stomach Upset,Kapha,Kapha
